"Plot Title: 21923817"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21923817, SEN S/N: 21923817)","Intensity, Lux (LGR S/N: 21923817, SEN S/N: 21923817)","Coupler Attached (LGR S/N: 21923817, SEN S/N: 21923817)","Host Connected (LGR S/N: 21923817, SEN S/N: 21923817)","Stopped (LGR S/N: 21923817, SEN S/N: 21923817)","End Of File (LGR S/N: 21923817, SEN S/N: 21923817)"
158,07/11/2024 10:05:00 PM,18.045,2497.2,,,,
159,07/11/2024 10:10:00 PM,17.950,2497.2,,,,
160,07/11/2024 10:15:00 PM,17.950,2497.2,,,,
161,07/11/2024 10:20:00 PM,17.855,2497.2,,,,
162,07/11/2024 10:25:00 PM,17.760,2497.2,,,,
163,07/11/2024 10:30:00 PM,17.760,2497.2,,,,
164,07/11/2024 10:35:00 PM,17.665,2497.2,,,,
165,07/11/2024 10:40:00 PM,17.570,2497.2,,,,
166,07/11/2024 10:45:00 PM,17.570,2497.2,,,,
167,07/11/2024 10:50:00 PM,17.665,2497.2,,,,
168,07/11/2024 10:55:00 PM,17.760,2497.2,,,,
169,07/11/2024 11:00:00 PM,17.855,2497.2,,,,
170,07/11/2024 11:05:00 PM,17.855,2497.2,,,,
171,07/11/2024 11:10:00 PM,17.950,2497.2,,,,
172,07/11/2024 11:15:00 PM,18.045,2497.2,,,,
173,07/11/2024 11:20:00 PM,18.045,2497.2,,,,
174,07/11/2024 11:25:00 PM,18.045,2497.2,,,,
175,07/11/2024 11:30:00 PM,18.140,2497.2,,,,
176,07/11/2024 11:35:00 PM,18.140,2497.2,,,,
177,07/11/2024 11:40:00 PM,18.140,2497.2,,,,
178,07/11/2024 11:45:00 PM,18.236,2497.2,,,,
179,07/11/2024 11:50:00 PM,18.236,2497.2,,,,
180,07/11/2024 11:55:00 PM,18.236,2497.2,,,,
181,07/12/2024 12:00:00 AM,18.236,2497.2,,,,
182,07/12/2024 12:05:00 AM,18.236,2497.2,,,,
183,07/12/2024 12:10:00 AM,18.236,2497.2,,,,
184,07/12/2024 12:15:00 AM,18.236,2497.2,,,,
185,07/12/2024 12:20:00 AM,18.331,2497.2,,,,
186,07/12/2024 12:25:00 AM,18.331,2497.2,,,,
187,07/12/2024 12:30:00 AM,18.331,2497.2,,,,
188,07/12/2024 12:35:00 AM,18.331,2497.2,,,,
189,07/12/2024 12:40:00 AM,18.331,2497.2,,,,
190,07/12/2024 12:45:00 AM,18.331,2497.2,,,,
191,07/12/2024 12:50:00 AM,18.331,2497.2,,,,
192,07/12/2024 12:55:00 AM,18.331,2497.2,,,,
193,07/12/2024 01:00:00 AM,18.331,2497.2,,,,
194,07/12/2024 01:05:00 AM,18.331,2497.2,,,,
195,07/12/2024 01:10:00 AM,18.331,2497.2,,,,
196,07/12/2024 01:15:00 AM,18.331,2497.2,,,,
197,07/12/2024 01:20:00 AM,18.331,2497.2,,,,
198,07/12/2024 01:25:00 AM,18.331,2497.2,,,,
199,07/12/2024 01:30:00 AM,18.331,2497.2,,,,
200,07/12/2024 01:35:00 AM,18.331,2497.2,,,,
201,07/12/2024 01:40:00 AM,18.236,2497.2,,,,
202,07/12/2024 01:45:00 AM,18.236,2497.2,,,,
203,07/12/2024 01:50:00 AM,18.236,2497.2,,,,
204,07/12/2024 01:55:00 AM,18.236,2497.2,,,,
205,07/12/2024 02:00:00 AM,18.236,2497.2,,,,
206,07/12/2024 02:05:00 AM,18.140,2497.2,,,,
207,07/12/2024 02:10:00 AM,18.140,2497.2,,,,
208,07/12/2024 02:15:00 AM,18.045,2497.2,,,,
209,07/12/2024 02:20:00 AM,17.950,2497.2,,,,
210,07/12/2024 02:25:00 AM,17.855,2497.2,,,,
211,07/12/2024 02:30:00 AM,17.760,2497.2,,,,
212,07/12/2024 02:35:00 AM,17.665,2497.2,,,,
213,07/12/2024 02:40:00 AM,17.475,2497.2,,,,
214,07/12/2024 02:45:00 AM,17.379,2497.2,,,,
215,07/12/2024 02:50:00 AM,17.284,2497.2,,,,
216,07/12/2024 02:55:00 AM,17.189,2497.2,,,,
217,07/12/2024 03:00:00 AM,17.094,2497.2,,,,
218,07/12/2024 03:05:00 AM,17.094,2497.2,,,,
219,07/12/2024 03:10:00 AM,16.999,2497.2,,,,
220,07/12/2024 03:15:00 AM,16.903,2497.2,,,,
221,07/12/2024 03:20:00 AM,16.903,2497.2,,,,
222,07/12/2024 03:25:00 AM,16.808,2497.2,,,,
223,07/12/2024 03:30:00 AM,16.808,2497.2,,,,
224,07/12/2024 03:35:00 AM,16.713,2497.2,,,,
225,07/12/2024 03:40:00 AM,16.618,2497.2,,,,
226,07/12/2024 03:45:00 AM,16.618,2497.2,,,,
227,07/12/2024 03:50:00 AM,16.523,2497.2,,,,
228,07/12/2024 03:55:00 AM,16.523,2497.2,,,,
229,07/12/2024 04:00:00 AM,16.427,2497.2,,,,
230,07/12/2024 04:05:00 AM,16.427,2497.2,,,,
231,07/12/2024 04:10:00 AM,16.427,2583.4,,,,
232,07/12/2024 04:15:00 AM,16.332,2583.4,,,,
233,07/12/2024 04:20:00 AM,16.332,2583.4,,,,
234,07/12/2024 04:25:00 AM,16.332,2583.4,,,,
235,07/12/2024 04:30:00 AM,16.237,2583.4,,,,
236,07/12/2024 04:35:00 AM,16.237,2583.4,,,,
237,07/12/2024 04:40:00 AM,16.237,2583.4,,,,
238,07/12/2024 04:45:00 AM,16.141,2583.4,,,,
239,07/12/2024 04:50:00 AM,16.141,2583.4,,,,
240,07/12/2024 04:55:00 AM,16.141,2583.4,,,,
241,07/12/2024 05:00:00 AM,16.141,2583.4,,,,
242,07/12/2024 05:05:00 AM,16.046,2583.4,,,,
243,07/12/2024 05:10:00 AM,16.046,2583.4,,,,
244,07/12/2024 05:15:00 AM,16.046,2583.4,,,,
245,07/12/2024 05:20:00 AM,15.951,2583.4,,,,
246,07/12/2024 05:25:00 AM,15.951,2583.4,,,,
247,07/12/2024 05:30:00 AM,15.855,2583.4,,,,
248,07/12/2024 05:35:00 AM,15.855,2583.4,,,,
249,07/12/2024 05:40:00 AM,15.855,2583.4,,,,
250,07/12/2024 05:45:00 AM,15.760,2583.4,,,,
251,07/12/2024 05:50:00 AM,15.760,2583.4,,,,
252,07/12/2024 05:55:00 AM,15.760,2583.4,,,,
253,07/12/2024 06:00:00 AM,15.664,2583.4,,,,
254,07/12/2024 06:05:00 AM,15.664,2583.4,,,,
255,07/12/2024 06:10:00 AM,15.664,2583.4,,,,
256,07/12/2024 06:15:00 AM,15.569,2583.4,,,,
257,07/12/2024 06:20:00 AM,15.569,2583.4,,,,
258,07/12/2024 06:25:00 AM,15.569,2583.4,,,,
259,07/12/2024 06:30:00 AM,15.569,2583.4,,,,
260,07/12/2024 06:35:00 AM,15.569,2583.4,,,,
261,07/12/2024 06:40:00 AM,15.569,2583.4,,,,
262,07/12/2024 06:45:00 AM,15.569,2583.4,,,,
263,07/12/2024 06:50:00 AM,15.569,2583.4,,,,
264,07/12/2024 06:55:00 AM,15.569,2583.4,,,,
265,07/12/2024 07:00:00 AM,15.664,2583.4,,,,
266,07/12/2024 07:05:00 AM,15.664,2583.4,,,,
267,07/12/2024 07:10:00 AM,15.664,2583.4,,,,
268,07/12/2024 07:15:00 AM,15.664,2583.4,,,,
269,07/12/2024 07:20:00 AM,15.664,2583.4,,,,
270,07/12/2024 07:25:00 AM,15.760,2583.4,,,,
271,07/12/2024 07:30:00 AM,15.760,2583.4,,,,
272,07/12/2024 07:35:00 AM,15.760,2583.4,,,,
273,07/12/2024 07:40:00 AM,15.760,2583.4,,,,
274,07/12/2024 07:45:00 AM,15.664,2583.4,,,,
275,07/12/2024 07:50:00 AM,15.664,2583.4,,,,
276,07/12/2024 07:55:00 AM,15.664,2583.4,,,,
277,07/12/2024 08:00:00 AM,15.664,2583.4,,,,
278,07/12/2024 08:05:00 AM,15.664,2583.4,,,,
279,07/12/2024 08:10:00 AM,15.664,2583.4,,,,
280,07/12/2024 08:15:00 AM,15.664,2583.4,,,,
281,07/12/2024 08:20:00 AM,15.664,2583.4,,,,
282,07/12/2024 08:25:00 AM,15.664,2583.4,,,,
283,07/12/2024 08:30:00 AM,15.664,2583.4,,,,
284,07/12/2024 08:35:00 AM,15.664,2583.4,,,,
285,07/12/2024 08:40:00 AM,15.760,2583.4,,,,
286,07/12/2024 08:45:00 AM,15.760,2583.4,,,,
287,07/12/2024 08:50:00 AM,15.855,2583.4,,,,
288,07/12/2024 08:55:00 AM,15.855,2583.4,,,,
289,07/12/2024 09:00:00 AM,15.855,2583.4,,,,
290,07/12/2024 09:05:00 AM,15.855,2583.4,,,,
291,07/12/2024 09:10:00 AM,15.951,2583.4,,,,
292,07/12/2024 09:15:00 AM,15.951,2583.4,,,,
293,07/12/2024 09:20:00 AM,16.046,2583.4,,,,
294,07/12/2024 09:25:00 AM,16.046,2583.4,,,,
295,07/12/2024 09:30:00 AM,16.141,2583.4,,,,
296,07/12/2024 09:35:00 AM,16.141,2583.4,,,,
297,07/12/2024 09:40:00 AM,16.141,2583.4,,,,
298,07/12/2024 09:45:00 AM,16.237,2583.4,,,,
299,07/12/2024 09:50:00 AM,16.332,2583.4,,,,
300,07/12/2024 09:55:00 AM,16.332,2583.4,,,,
301,07/12/2024 10:00:00 AM,16.427,2583.4,,,,
302,07/12/2024 10:05:00 AM,16.523,2583.4,,,,
303,07/12/2024 10:10:00 AM,16.618,2583.4,,,,
304,07/12/2024 10:15:00 AM,16.713,2583.4,,,,
305,07/12/2024 10:20:00 AM,16.808,2583.4,,,,
306,07/12/2024 10:25:00 AM,16.808,2583.4,,,,
307,07/12/2024 10:30:00 AM,16.903,2583.4,,,,
308,07/12/2024 10:35:00 AM,16.903,2583.4,,,,
309,07/12/2024 10:40:00 AM,16.999,2583.4,,,,
310,07/12/2024 10:45:00 AM,16.999,2583.4,,,,
311,07/12/2024 10:50:00 AM,16.999,2583.4,,,,
312,07/12/2024 10:55:00 AM,17.094,2583.4,,,,
313,07/12/2024 11:00:00 AM,17.094,2583.4,,,,
314,07/12/2024 11:05:00 AM,17.094,2583.4,,,,
315,07/12/2024 11:10:00 AM,17.189,2583.4,,,,
316,07/12/2024 11:15:00 AM,17.189,2583.4,,,,
317,07/12/2024 11:20:00 AM,17.284,2583.4,,,,
318,07/12/2024 11:25:00 AM,17.284,2583.4,,,,
319,07/12/2024 11:30:00 AM,17.284,2583.4,,,,
320,07/12/2024 11:35:00 AM,17.284,2583.4,,,,
321,07/12/2024 11:40:00 AM,17.284,2583.4,,,,
322,07/12/2024 11:45:00 AM,17.284,2583.4,,,,
323,07/12/2024 11:50:00 AM,17.284,2583.4,,,,
324,07/12/2024 11:55:00 AM,17.284,2583.4,,,,
325,07/12/2024 12:00:00 PM,17.284,2583.4,,,,
326,07/12/2024 12:05:00 PM,17.284,2583.4,,,,
327,07/12/2024 12:10:00 PM,17.379,2583.4,,,,
328,07/12/2024 12:15:00 PM,17.379,2583.4,,,,
329,07/12/2024 12:20:00 PM,17.475,2583.4,,,,
330,07/12/2024 12:25:00 PM,17.475,2583.4,,,,
331,07/12/2024 12:30:00 PM,17.570,2583.4,,,,
332,07/12/2024 12:35:00 PM,17.570,2583.4,,,,
333,07/12/2024 12:40:00 PM,17.665,2583.4,,,,
334,07/12/2024 12:45:00 PM,17.665,2583.4,,,,
335,07/12/2024 12:50:00 PM,17.665,2583.4,,,,
336,07/12/2024 12:55:00 PM,17.665,2583.4,,,,
337,07/12/2024 01:00:00 PM,17.760,2583.4,,,,
338,07/12/2024 01:05:00 PM,17.760,2583.4,,,,
339,07/12/2024 01:10:00 PM,17.760,2583.4,,,,
340,07/12/2024 01:15:00 PM,17.760,2583.4,,,,
341,07/12/2024 01:20:00 PM,17.760,2583.4,,,,
342,07/12/2024 01:25:00 PM,17.760,2583.4,,,,
343,07/12/2024 01:30:00 PM,17.760,2583.4,,,,
344,07/12/2024 01:35:00 PM,17.855,2583.4,,,,
345,07/12/2024 01:40:00 PM,17.855,2583.4,,,,
346,07/12/2024 01:45:00 PM,17.855,2583.4,,,,
347,07/12/2024 01:50:00 PM,17.855,2583.4,,,,
348,07/12/2024 01:55:00 PM,17.855,2583.4,,,,
349,07/12/2024 02:00:00 PM,17.760,2583.4,,,,
350,07/12/2024 02:05:00 PM,17.855,2583.4,,,,
351,07/12/2024 02:10:00 PM,17.760,2583.4,,,,
352,07/12/2024 02:15:00 PM,17.760,2583.4,,,,
353,07/12/2024 02:20:00 PM,17.760,2583.4,,,,
354,07/12/2024 02:25:00 PM,17.760,2583.4,,,,
355,07/12/2024 02:30:00 PM,17.760,2583.4,,,,
356,07/12/2024 02:35:00 PM,17.760,2583.4,,,,
357,07/12/2024 02:40:00 PM,17.760,2583.4,,,,
358,07/12/2024 02:45:00 PM,17.760,2583.4,,,,
359,07/12/2024 02:50:00 PM,17.760,2583.4,,,,
360,07/12/2024 02:55:00 PM,17.665,2583.4,,,,
361,07/12/2024 03:00:00 PM,17.665,2583.4,,,,
362,07/12/2024 03:05:00 PM,17.665,2583.4,,,,
363,07/12/2024 03:10:00 PM,17.665,2583.4,,,,
364,07/12/2024 03:15:00 PM,17.570,2583.4,,,,
365,07/12/2024 03:20:00 PM,17.570,2583.4,,,,
366,07/12/2024 03:25:00 PM,17.475,2583.4,,,,
367,07/12/2024 03:30:00 PM,17.379,2583.4,,,,
368,07/12/2024 03:35:00 PM,17.284,2583.4,,,,
369,07/12/2024 03:40:00 PM,17.189,2583.4,,,,
370,07/12/2024 03:45:00 PM,17.094,2583.4,,,,
371,07/12/2024 03:50:00 PM,16.999,2583.4,,,,
372,07/12/2024 03:55:00 PM,16.903,2583.4,,,,
373,07/12/2024 04:00:00 PM,16.903,2583.4,,,,
374,07/12/2024 04:05:00 PM,16.808,2583.4,,,,
375,07/12/2024 04:10:00 PM,16.713,2583.4,,,,
376,07/12/2024 04:15:00 PM,16.618,2583.4,,,,
377,07/12/2024 04:20:00 PM,16.618,2583.4,,,,
378,07/12/2024 04:25:00 PM,16.523,2583.4,,,,
379,07/12/2024 04:30:00 PM,16.523,2583.4,,,,
380,07/12/2024 04:35:00 PM,16.427,2583.4,,,,
381,07/12/2024 04:40:00 PM,16.427,2583.4,,,,
382,07/12/2024 04:45:00 PM,16.332,2583.4,,,,
383,07/12/2024 04:50:00 PM,16.332,2583.4,,,,
384,07/12/2024 04:55:00 PM,16.332,2583.4,,,,
385,07/12/2024 05:00:00 PM,16.237,2583.4,,,,
386,07/12/2024 05:05:00 PM,16.237,2583.4,,,,
387,07/12/2024 05:10:00 PM,16.237,2583.4,,,,
388,07/12/2024 05:15:00 PM,16.237,2583.4,,,,
389,07/12/2024 05:20:00 PM,16.141,2583.4,,,,
390,07/12/2024 05:25:00 PM,16.141,2583.4,,,,
391,07/12/2024 05:30:00 PM,16.141,2583.4,,,,
392,07/12/2024 05:35:00 PM,16.237,2583.4,,,,
393,07/12/2024 05:40:00 PM,16.237,2583.4,,,,
394,07/12/2024 05:45:00 PM,16.237,2583.4,,,,
395,07/12/2024 05:50:00 PM,16.237,2583.4,,,,
396,07/12/2024 05:55:00 PM,16.237,2583.4,,,,
397,07/12/2024 06:00:00 PM,16.237,2583.4,,,,
398,07/12/2024 06:05:00 PM,16.332,2583.4,,,,
399,07/12/2024 06:10:00 PM,16.332,2583.4,,,,
400,07/12/2024 06:15:00 PM,16.332,2583.4,,,,
401,07/12/2024 06:20:00 PM,16.427,2583.4,,,,
402,07/12/2024 06:25:00 PM,16.427,2583.4,,,,
403,07/12/2024 06:30:00 PM,16.427,2583.4,,,,
404,07/12/2024 06:35:00 PM,16.427,2583.4,,,,
405,07/12/2024 06:40:00 PM,16.427,2583.4,,,,
406,07/12/2024 06:45:00 PM,16.427,2583.4,,,,
407,07/12/2024 06:50:00 PM,16.427,2583.4,,,,
408,07/12/2024 06:55:00 PM,16.427,2583.4,,,,
409,07/12/2024 07:00:00 PM,16.427,2583.4,,,,
410,07/12/2024 07:05:00 PM,16.427,2583.4,,,,
411,07/12/2024 07:10:00 PM,16.427,2583.4,,,,
412,07/12/2024 07:15:00 PM,16.523,2583.4,,,,
413,07/12/2024 07:20:00 PM,16.523,2583.4,,,,
414,07/12/2024 07:25:00 PM,16.427,2583.4,,,,
415,07/12/2024 07:30:00 PM,16.427,2583.4,,,,
416,07/12/2024 07:35:00 PM,16.427,2583.4,,,,
417,07/12/2024 07:40:00 PM,16.427,2583.4,,,,
418,07/12/2024 07:45:00 PM,16.332,2583.4,,,,
419,07/12/2024 07:50:00 PM,16.332,2583.4,,,,
420,07/12/2024 07:55:00 PM,16.237,2583.4,,,,
421,07/12/2024 08:00:00 PM,16.237,2583.4,,,,
422,07/12/2024 08:05:00 PM,16.237,2583.4,,,,
423,07/12/2024 08:10:00 PM,16.141,2583.4,,,,
424,07/12/2024 08:15:00 PM,16.141,2583.4,,,,
425,07/12/2024 08:20:00 PM,16.141,2583.4,,,,
426,07/12/2024 08:25:00 PM,16.046,2583.4,,,,
427,07/12/2024 08:30:00 PM,16.046,2583.4,,,,
428,07/12/2024 08:35:00 PM,16.046,2583.4,,,,
429,07/12/2024 08:40:00 PM,16.046,2583.4,,,,
430,07/12/2024 08:45:00 PM,16.046,2583.4,,,,
431,07/12/2024 08:50:00 PM,16.046,2583.4,,,,
432,07/12/2024 08:55:00 PM,15.951,2583.4,,,,
433,07/12/2024 09:00:00 PM,15.951,2583.4,,,,
434,07/12/2024 09:05:00 PM,15.951,2583.4,,,,
435,07/12/2024 09:10:00 PM,15.951,2583.4,,,,
436,07/12/2024 09:15:00 PM,15.951,2583.4,,,,
437,07/12/2024 09:20:00 PM,15.855,2583.4,,,,
