"Plot Title: 22026091"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 22026091, SEN S/N: 22026091)","Coupler Attached (LGR S/N: 22026091, SEN S/N: 22026091)","Host Connected (LGR S/N: 22026091, SEN S/N: 22026091)","Stopped (LGR S/N: 22026091, SEN S/N: 22026091)","End Of File (LGR S/N: 22026091, SEN S/N: 22026091)"
168,07/11/2024 10:55:00 PM,18.140,,,,
169,07/11/2024 11:00:00 PM,18.236,,,,
170,07/11/2024 11:05:00 PM,18.140,,,,
171,07/11/2024 11:10:00 PM,18.236,,,,
172,07/11/2024 11:15:00 PM,18.140,,,,
173,07/11/2024 11:20:00 PM,18.236,,,,
174,07/11/2024 11:25:00 PM,18.236,,,,
175,07/11/2024 11:30:00 PM,18.236,,,,
176,07/11/2024 11:35:00 PM,18.236,,,,
177,07/11/2024 11:40:00 PM,18.236,,,,
178,07/11/2024 11:45:00 PM,18.236,,,,
179,07/11/2024 11:50:00 PM,18.236,,,,
180,07/11/2024 11:55:00 PM,18.236,,,,
181,07/12/2024 12:00:00 AM,18.236,,,,
182,07/12/2024 12:05:00 AM,18.236,,,,
183,07/12/2024 12:10:00 AM,18.236,,,,
184,07/12/2024 12:15:00 AM,18.236,,,,
185,07/12/2024 12:20:00 AM,18.236,,,,
186,07/12/2024 12:25:00 AM,18.236,,,,
187,07/12/2024 12:30:00 AM,18.236,,,,
188,07/12/2024 12:35:00 AM,18.236,,,,
189,07/12/2024 12:40:00 AM,18.236,,,,
190,07/12/2024 12:45:00 AM,18.236,,,,
191,07/12/2024 12:50:00 AM,18.236,,,,
192,07/12/2024 12:55:00 AM,18.236,,,,
193,07/12/2024 01:00:00 AM,18.236,,,,
194,07/12/2024 01:05:00 AM,18.236,,,,
195,07/12/2024 01:10:00 AM,18.236,,,,
196,07/12/2024 01:15:00 AM,18.236,,,,
197,07/12/2024 01:20:00 AM,18.236,,,,
198,07/12/2024 01:25:00 AM,18.236,,,,
199,07/12/2024 01:30:00 AM,18.236,,,,
200,07/12/2024 01:35:00 AM,18.236,,,,
201,07/12/2024 01:40:00 AM,18.236,,,,
202,07/12/2024 01:45:00 AM,18.236,,,,
203,07/12/2024 01:50:00 AM,18.236,,,,
204,07/12/2024 01:55:00 AM,18.236,,,,
205,07/12/2024 02:00:00 AM,18.236,,,,
206,07/12/2024 02:05:00 AM,18.236,,,,
207,07/12/2024 02:10:00 AM,18.236,,,,
208,07/12/2024 02:15:00 AM,18.236,,,,
209,07/12/2024 02:20:00 AM,18.236,,,,
210,07/12/2024 02:25:00 AM,18.236,,,,
211,07/12/2024 02:30:00 AM,18.236,,,,
212,07/12/2024 02:35:00 AM,18.236,,,,
213,07/12/2024 02:40:00 AM,18.236,,,,
214,07/12/2024 02:45:00 AM,18.236,,,,
215,07/12/2024 02:50:00 AM,18.236,,,,
216,07/12/2024 02:55:00 AM,18.236,,,,
217,07/12/2024 03:00:00 AM,18.236,,,,
218,07/12/2024 03:05:00 AM,18.236,,,,
219,07/12/2024 03:10:00 AM,18.140,,,,
220,07/12/2024 03:15:00 AM,18.236,,,,
221,07/12/2024 03:20:00 AM,18.236,,,,
222,07/12/2024 03:25:00 AM,18.236,,,,
223,07/12/2024 03:30:00 AM,18.140,,,,
224,07/12/2024 03:35:00 AM,18.236,,,,
225,07/12/2024 03:40:00 AM,18.140,,,,
226,07/12/2024 03:45:00 AM,18.140,,,,
227,07/12/2024 03:50:00 AM,18.140,,,,
228,07/12/2024 03:55:00 AM,18.140,,,,
229,07/12/2024 04:00:00 AM,18.140,,,,
230,07/12/2024 04:05:00 AM,18.140,,,,
231,07/12/2024 04:10:00 AM,18.140,,,,
232,07/12/2024 04:15:00 AM,18.140,,,,
233,07/12/2024 04:20:00 AM,18.140,,,,
234,07/12/2024 04:25:00 AM,18.140,,,,
235,07/12/2024 04:30:00 AM,18.140,,,,
236,07/12/2024 04:35:00 AM,18.140,,,,
237,07/12/2024 04:40:00 AM,18.140,,,,
238,07/12/2024 04:45:00 AM,18.140,,,,
239,07/12/2024 04:50:00 AM,18.140,,,,
240,07/12/2024 04:55:00 AM,18.140,,,,
241,07/12/2024 05:00:00 AM,18.140,,,,
242,07/12/2024 05:05:00 AM,18.140,,,,
243,07/12/2024 05:10:00 AM,18.140,,,,
244,07/12/2024 05:15:00 AM,18.140,,,,
245,07/12/2024 05:20:00 AM,18.140,,,,
246,07/12/2024 05:25:00 AM,18.140,,,,
247,07/12/2024 05:30:00 AM,18.140,,,,
248,07/12/2024 05:35:00 AM,18.140,,,,
249,07/12/2024 05:40:00 AM,18.140,,,,
250,07/12/2024 05:45:00 AM,18.140,,,,
251,07/12/2024 05:50:00 AM,18.140,,,,
252,07/12/2024 05:55:00 AM,18.140,,,,
253,07/12/2024 06:00:00 AM,18.140,,,,
254,07/12/2024 06:05:00 AM,18.140,,,,
255,07/12/2024 06:10:00 AM,18.140,,,,
256,07/12/2024 06:15:00 AM,18.140,,,,
257,07/12/2024 06:20:00 AM,18.045,,,,
258,07/12/2024 06:25:00 AM,18.140,,,,
259,07/12/2024 06:30:00 AM,18.045,,,,
260,07/12/2024 06:35:00 AM,18.045,,,,
261,07/12/2024 06:40:00 AM,18.045,,,,
262,07/12/2024 06:45:00 AM,18.045,,,,
263,07/12/2024 06:50:00 AM,18.045,,,,
264,07/12/2024 06:55:00 AM,18.045,,,,
265,07/12/2024 07:00:00 AM,18.045,,,,
266,07/12/2024 07:05:00 AM,18.045,,,,
267,07/12/2024 07:10:00 AM,18.045,,,,
268,07/12/2024 07:15:00 AM,18.045,,,,
269,07/12/2024 07:20:00 AM,18.045,,,,
270,07/12/2024 07:25:00 AM,18.045,,,,
271,07/12/2024 07:30:00 AM,18.045,,,,
272,07/12/2024 07:35:00 AM,18.045,,,,
273,07/12/2024 07:40:00 AM,18.045,,,,
274,07/12/2024 07:45:00 AM,18.045,,,,
275,07/12/2024 07:50:00 AM,18.045,,,,
276,07/12/2024 07:55:00 AM,18.045,,,,
277,07/12/2024 08:00:00 AM,18.045,,,,
278,07/12/2024 08:05:00 AM,18.045,,,,
279,07/12/2024 08:10:00 AM,18.045,,,,
280,07/12/2024 08:15:00 AM,17.950,,,,
281,07/12/2024 08:20:00 AM,17.950,,,,
282,07/12/2024 08:25:00 AM,17.950,,,,
283,07/12/2024 08:30:00 AM,17.950,,,,
284,07/12/2024 08:35:00 AM,17.950,,,,
285,07/12/2024 08:40:00 AM,17.950,,,,
286,07/12/2024 08:45:00 AM,17.950,,,,
287,07/12/2024 08:50:00 AM,17.950,,,,
288,07/12/2024 08:55:00 AM,17.950,,,,
289,07/12/2024 09:00:00 AM,17.950,,,,
290,07/12/2024 09:05:00 AM,17.950,,,,
291,07/12/2024 09:10:00 AM,17.950,,,,
292,07/12/2024 09:15:00 AM,17.950,,,,
293,07/12/2024 09:20:00 AM,17.950,,,,
294,07/12/2024 09:25:00 AM,17.950,,,,
295,07/12/2024 09:30:00 AM,17.950,,,,
296,07/12/2024 09:35:00 AM,17.950,,,,
297,07/12/2024 09:40:00 AM,17.855,,,,
298,07/12/2024 09:45:00 AM,17.855,,,,
299,07/12/2024 09:50:00 AM,17.855,,,,
300,07/12/2024 09:55:00 AM,17.855,,,,
301,07/12/2024 10:00:00 AM,17.855,,,,
302,07/12/2024 10:05:00 AM,17.855,,,,
303,07/12/2024 10:10:00 AM,17.855,,,,
304,07/12/2024 10:15:00 AM,17.855,,,,
305,07/12/2024 10:20:00 AM,17.855,,,,
306,07/12/2024 10:25:00 AM,17.855,,,,
307,07/12/2024 10:30:00 AM,17.855,,,,
308,07/12/2024 10:35:00 AM,17.855,,,,
309,07/12/2024 10:40:00 AM,17.855,,,,
310,07/12/2024 10:45:00 AM,17.855,,,,
311,07/12/2024 10:50:00 AM,17.855,,,,
312,07/12/2024 10:55:00 AM,17.855,,,,
313,07/12/2024 11:00:00 AM,17.855,,,,
314,07/12/2024 11:05:00 AM,17.855,,,,
315,07/12/2024 11:10:00 AM,17.855,,,,
316,07/12/2024 11:15:00 AM,17.760,,,,
317,07/12/2024 11:20:00 AM,17.760,,,,
318,07/12/2024 11:25:00 AM,17.760,,,,
319,07/12/2024 11:30:00 AM,17.760,,,,
320,07/12/2024 11:35:00 AM,17.760,,,,
321,07/12/2024 11:40:00 AM,17.760,,,,
322,07/12/2024 11:45:00 AM,17.760,,,,
323,07/12/2024 11:50:00 AM,17.760,,,,
324,07/12/2024 11:55:00 AM,17.760,,,,
325,07/12/2024 12:00:00 PM,17.760,,,,
326,07/12/2024 12:05:00 PM,17.760,,,,
327,07/12/2024 12:10:00 PM,17.760,,,,
328,07/12/2024 12:15:00 PM,17.760,,,,
329,07/12/2024 12:20:00 PM,17.760,,,,
330,07/12/2024 12:25:00 PM,17.760,,,,
331,07/12/2024 12:30:00 PM,17.760,,,,
332,07/12/2024 12:35:00 PM,17.760,,,,
333,07/12/2024 12:40:00 PM,17.760,,,,
334,07/12/2024 12:45:00 PM,17.665,,,,
335,07/12/2024 12:50:00 PM,17.665,,,,
336,07/12/2024 12:55:00 PM,17.665,,,,
337,07/12/2024 01:00:00 PM,17.665,,,,
338,07/12/2024 01:05:00 PM,17.665,,,,
339,07/12/2024 01:10:00 PM,17.665,,,,
340,07/12/2024 01:15:00 PM,17.665,,,,
341,07/12/2024 01:20:00 PM,17.665,,,,
342,07/12/2024 01:25:00 PM,17.665,,,,
343,07/12/2024 01:30:00 PM,17.665,,,,
344,07/12/2024 01:35:00 PM,17.665,,,,
345,07/12/2024 01:40:00 PM,17.665,,,,
346,07/12/2024 01:45:00 PM,17.665,,,,
347,07/12/2024 01:50:00 PM,17.665,,,,
348,07/12/2024 01:55:00 PM,17.665,,,,
349,07/12/2024 02:00:00 PM,17.665,,,,
350,07/12/2024 02:05:00 PM,17.665,,,,
351,07/12/2024 02:10:00 PM,17.665,,,,
352,07/12/2024 02:15:00 PM,17.665,,,,
353,07/12/2024 02:20:00 PM,17.665,,,,
354,07/12/2024 02:25:00 PM,17.665,,,,
355,07/12/2024 02:30:00 PM,17.665,,,,
356,07/12/2024 02:35:00 PM,17.665,,,,
357,07/12/2024 02:40:00 PM,17.665,,,,
358,07/12/2024 02:45:00 PM,17.665,,,,
359,07/12/2024 02:50:00 PM,17.665,,,,
360,07/12/2024 02:55:00 PM,17.665,,,,
361,07/12/2024 03:00:00 PM,17.570,,,,
362,07/12/2024 03:05:00 PM,17.570,,,,
363,07/12/2024 03:10:00 PM,17.570,,,,
364,07/12/2024 03:15:00 PM,17.570,,,,
365,07/12/2024 03:20:00 PM,17.570,,,,
366,07/12/2024 03:25:00 PM,17.570,,,,
367,07/12/2024 03:30:00 PM,17.570,,,,
368,07/12/2024 03:35:00 PM,17.570,,,,
369,07/12/2024 03:40:00 PM,17.570,,,,
370,07/12/2024 03:45:00 PM,17.570,,,,
371,07/12/2024 03:50:00 PM,17.570,,,,
372,07/12/2024 03:55:00 PM,17.570,,,,
373,07/12/2024 04:00:00 PM,17.570,,,,
374,07/12/2024 04:05:00 PM,17.570,,,,
375,07/12/2024 04:10:00 PM,17.570,,,,
376,07/12/2024 04:15:00 PM,17.570,,,,
377,07/12/2024 04:20:00 PM,17.570,,,,
378,07/12/2024 04:25:00 PM,17.570,,,,
379,07/12/2024 04:30:00 PM,17.570,,,,
380,07/12/2024 04:35:00 PM,17.570,,,,
381,07/12/2024 04:40:00 PM,17.570,,,,
382,07/12/2024 04:45:00 PM,17.570,,,,
383,07/12/2024 04:50:00 PM,17.570,,,,
384,07/12/2024 04:55:00 PM,17.570,,,,
385,07/12/2024 05:00:00 PM,17.570,,,,
386,07/12/2024 05:05:00 PM,17.570,,,,
387,07/12/2024 05:10:00 PM,17.570,,,,
388,07/12/2024 05:15:00 PM,17.570,,,,
389,07/12/2024 05:20:00 PM,17.570,,,,
390,07/12/2024 05:25:00 PM,17.570,,,,
391,07/12/2024 05:30:00 PM,17.570,,,,
392,07/12/2024 05:35:00 PM,17.570,,,,
393,07/12/2024 05:40:00 PM,17.570,,,,
394,07/12/2024 05:45:00 PM,17.570,,,,
395,07/12/2024 05:50:00 PM,17.570,,,,
396,07/12/2024 05:55:00 PM,17.570,,,,
397,07/12/2024 06:00:00 PM,17.570,,,,
398,07/12/2024 06:05:00 PM,17.570,,,,
399,07/12/2024 06:10:00 PM,17.570,,,,
400,07/12/2024 06:15:00 PM,17.570,,,,
401,07/12/2024 06:20:00 PM,17.570,,,,
402,07/12/2024 06:25:00 PM,17.570,,,,
403,07/12/2024 06:30:00 PM,17.570,,,,
404,07/12/2024 06:35:00 PM,17.570,,,,
405,07/12/2024 06:40:00 PM,17.570,,,,
406,07/12/2024 06:45:00 PM,17.570,,,,
407,07/12/2024 06:50:00 PM,17.570,,,,
408,07/12/2024 06:55:00 PM,17.570,,,,
409,07/12/2024 07:00:00 PM,17.570,,,,
410,07/12/2024 07:05:00 PM,17.570,,,,
411,07/12/2024 07:10:00 PM,17.570,,,,
412,07/12/2024 07:15:00 PM,17.570,,,,
413,07/12/2024 07:20:00 PM,17.570,,,,
414,07/12/2024 07:25:00 PM,17.570,,,,
415,07/12/2024 07:30:00 PM,17.570,,,,
416,07/12/2024 07:35:00 PM,17.570,,,,
417,07/12/2024 07:40:00 PM,17.570,,,,
418,07/12/2024 07:45:00 PM,17.570,,,,
419,07/12/2024 07:50:00 PM,17.570,,,,
420,07/12/2024 07:55:00 PM,17.475,,,,
421,07/12/2024 08:00:00 PM,17.475,,,,
422,07/12/2024 08:05:00 PM,17.475,,,,
423,07/12/2024 08:10:00 PM,17.475,,,,
424,07/12/2024 08:15:00 PM,17.475,,,,
425,07/12/2024 08:20:00 PM,17.475,,,,
426,07/12/2024 08:25:00 PM,17.475,,,,
427,07/12/2024 08:30:00 PM,17.475,,,,
428,07/12/2024 08:35:00 PM,17.475,,,,
429,07/12/2024 08:40:00 PM,17.475,,,,
430,07/12/2024 08:45:00 PM,17.475,,,,
431,07/12/2024 08:50:00 PM,17.475,,,,
432,07/12/2024 08:55:00 PM,17.475,,,,
433,07/12/2024 09:00:00 PM,17.475,,,,
434,07/12/2024 09:05:00 PM,17.475,,,,
435,07/12/2024 09:10:00 PM,17.475,,,,
436,07/12/2024 09:15:00 PM,17.475,,,,
437,07/12/2024 09:20:00 PM,17.475,,,,
438,07/12/2024 09:25:00 PM,17.475,,,,
439,07/12/2024 09:30:00 PM,17.475,,,,
440,07/12/2024 09:35:00 PM,17.475,,,,
441,07/12/2024 09:40:00 PM,17.475,,,,
442,07/12/2024 09:45:00 PM,17.475,,,,
443,07/12/2024 09:50:00 PM,17.475,,,,
444,07/12/2024 09:55:00 PM,17.475,,,,
445,07/12/2024 10:00:00 PM,17.475,,,,
446,07/12/2024 10:05:00 PM,17.475,,,,
447,07/12/2024 10:10:00 PM,17.475,,,,
448,07/12/2024 10:15:00 PM,17.475,,,,
449,07/12/2024 10:20:00 PM,17.475,,,,
450,07/12/2024 10:25:00 PM,17.475,,,,
451,07/12/2024 10:30:00 PM,17.475,,,,
452,07/12/2024 10:35:00 PM,17.475,,,,
453,07/12/2024 10:40:00 PM,17.475,,,,
454,07/12/2024 10:45:00 PM,17.475,,,,
455,07/12/2024 10:50:00 PM,17.475,,,,
456,07/12/2024 10:55:00 PM,17.475,,,,
457,07/12/2024 11:00:00 PM,17.475,,,,
458,07/12/2024 11:05:00 PM,17.475,,,,
459,07/12/2024 11:10:00 PM,17.475,,,,
460,07/12/2024 11:15:00 PM,17.379,,,,
461,07/12/2024 11:20:00 PM,17.379,,,,
462,07/12/2024 11:25:00 PM,17.379,,,,
463,07/12/2024 11:30:00 PM,17.379,,,,
464,07/12/2024 11:35:00 PM,17.379,,,,
465,07/12/2024 11:40:00 PM,17.379,,,,
466,07/12/2024 11:45:00 PM,17.379,,,,
467,07/12/2024 11:50:00 PM,17.379,,,,
468,07/12/2024 11:55:00 PM,17.379,,,,
469,07/13/2024 12:00:00 AM,17.379,,,,
470,07/13/2024 12:05:00 AM,17.379,,,,
471,07/13/2024 12:10:00 AM,17.379,,,,
472,07/13/2024 12:15:00 AM,17.379,,,,
473,07/13/2024 12:20:00 AM,17.379,,,,
474,07/13/2024 12:25:00 AM,17.379,,,,
475,07/13/2024 12:30:00 AM,17.379,,,,
476,07/13/2024 12:35:00 AM,17.379,,,,
477,07/13/2024 12:40:00 AM,17.379,,,,
478,07/13/2024 12:45:00 AM,17.379,,,,
479,07/13/2024 12:50:00 AM,17.379,,,,
480,07/13/2024 12:55:00 AM,17.379,,,,
481,07/13/2024 01:00:00 AM,17.379,,,,
482,07/13/2024 01:05:00 AM,17.379,,,,
483,07/13/2024 01:10:00 AM,17.379,,,,
484,07/13/2024 01:15:00 AM,17.379,,,,
485,07/13/2024 01:20:00 AM,17.379,,,,
486,07/13/2024 01:25:00 AM,17.284,,,,
487,07/13/2024 01:30:00 AM,17.284,,,,
488,07/13/2024 01:35:00 AM,17.284,,,,
489,07/13/2024 01:40:00 AM,17.284,,,,
490,07/13/2024 01:45:00 AM,17.284,,,,
491,07/13/2024 01:50:00 AM,17.284,,,,
492,07/13/2024 01:55:00 AM,17.284,,,,
493,07/13/2024 02:00:00 AM,17.284,,,,
494,07/13/2024 02:05:00 AM,17.284,,,,
495,07/13/2024 02:10:00 AM,17.284,,,,
496,07/13/2024 02:15:00 AM,17.284,,,,
497,07/13/2024 02:20:00 AM,17.284,,,,
498,07/13/2024 02:25:00 AM,17.284,,,,
499,07/13/2024 02:30:00 AM,17.284,,,,
500,07/13/2024 02:35:00 AM,17.284,,,,
501,07/13/2024 02:40:00 AM,17.284,,,,
502,07/13/2024 02:45:00 AM,17.284,,,,
503,07/13/2024 02:50:00 AM,17.284,,,,
504,07/13/2024 02:55:00 AM,17.284,,,,
505,07/13/2024 03:00:00 AM,17.284,,,,
506,07/13/2024 03:05:00 AM,17.284,,,,
507,07/13/2024 03:10:00 AM,17.284,,,,
508,07/13/2024 03:15:00 AM,17.284,,,,
509,07/13/2024 03:20:00 AM,17.284,,,,
510,07/13/2024 03:25:00 AM,17.284,,,,
511,07/13/2024 03:30:00 AM,17.284,,,,
512,07/13/2024 03:35:00 AM,17.284,,,,
513,07/13/2024 03:40:00 AM,17.284,,,,
514,07/13/2024 03:45:00 AM,17.284,,,,
515,07/13/2024 03:50:00 AM,17.284,,,,
516,07/13/2024 03:55:00 AM,17.284,,,,
517,07/13/2024 04:00:00 AM,17.284,,,,
518,07/13/2024 04:05:00 AM,17.189,,,,
519,07/13/2024 04:10:00 AM,17.189,,,,
520,07/13/2024 04:15:00 AM,17.189,,,,
521,07/13/2024 04:20:00 AM,17.189,,,,
522,07/13/2024 04:25:00 AM,17.189,,,,
523,07/13/2024 04:30:00 AM,17.189,,,,
524,07/13/2024 04:35:00 AM,17.189,,,,
